validDate,nbmMaxT,nbmDeltaT,skyCover,windSpeed,sin(windDir),cos(windDir),6hrQPF,observedMaxT
MAY-20-2020,88,8,51,5,-0.68386,-0.72495,24,94
MAY-21-2020,87,8,35,5,0.49493,-0.85724,1,91
MAY-22-2020,87,6,22,8,0.98986,-0.11575,0,88
MAY-23-2020,85,5,49,9,0.98986,-0.11575,4,87
MAY-24-2020,81,1,78,8,0.95472,-0.17012,77,79
MAY-25-2020,82,2,82,9,0.75828,-0.63626,84,78
MAY-26-2020,87,7,47,7,-0.05787,-0.98480,41,87
MAY-27-2020,88,7,37,5,0.39121,-0.90561,2,86
MAY-28-2020,87,5,46,6,0.85725,-0.49492,0,87
MAY-29-2020,86,4,42,7,0.96976,-0.22975,0,88
MAY-30-2020,87,6,29,6,0.91513,-0.39467,0,89
MAY-31-2020,88,8,26,4,0.79936,-0.59518,0,89
JUNE-1-2020,88,7,67,6,1.00000,0,5,90
JUNE-2-2020,85,3,78,10,1.00000,0,5,89
JUNE-3-2020,86,4,78,8,0.89057,-0.44733,0,87
JUNE-4-2020,83,3,96,7,0.79936,-0.59518,8,84
JUNE-5-2020,85,3,93,8,0.85725,-0.49492,23,88
JUNE-6-2020,87,4,91,10,0.68387,-0.72494,0,88
JUNE-7-2020,88,4,76,9,0.44734,-0.89057,0,91
JUNE-8-2020,89,5,74,5,0.54759,-0.83269,0,88
JUNE-9-2020,89,7,57,5,0.79936,-0.59518,0,91
JUNE-10-2020,89,7,52,5,0.98986,-0.11575,1,91
JUNE-11-2020,87,4,37,8,0.98986,0.11576,0,88
JUNE-12-2020,87,6,35,8,0.95472,0.28590,0,88
JUNE-13-2020,86,5,68,8,0.98986,0.11576,1,89
JUNE-14-2020,86,4,70,7,0.95472,-0.05787,25,89
JUNE-15-2020,87,5,77,3,0.51069,0,47,88
JUNE-16-2020,87,9,18,5,0.55281,0.67482,6,88
JUNE-18-2020,87,3,75,6,0.93969,-0.34201,102,90
JUNE-19-2020,87,5,72,5,0.63627,-0.75827,7,90
JUNE-20-2020,89,7,57,4,0.90561,-0.05787,4,91
JUNE-21-2020,89,6,61,5,0.91513,-0.39467,0,91
JUNE-22-2020,90,7,46,5,0.96976,-0.11399,0,93
JUNE-23-2020,91,7,38,5,0.76604,-0.64278,0,93
JUNE-24-2020,92,9,25,4,0.79936,-0.59518,0,95
JUNE-25-2020,92,7,20,7,0.95472,-0.28588,0,94
JUNE-26-2020,91,5,30,7,0.98986,0,0,94
JUNE-27-2020,91,6,13,8,0.99493,0.05788,0,93
JUNE-28-2020,92,7,15,6,0.93969,-0.34201,0,94
JUNE-29-2020,93,9,29,4,0.93523,-0.28066,0,94
JUNE-30-2020,94,10,8,4,0.25534,-0.21426,0,98
JULY-1-2020,93,9,21,4,-0.04237,-0.89684,15,96
JULY-2-2020,93,9,30,4,0.11576,-0.98986,21,95
JULY-3-2020,94,10,26,4,-0.21250,-0.71441,25,95
JULY-4-2020,93,7,52,4,-0.46055,-0.80816,14,94
JULY-5-2020,92,7,59,4,-0.38614,-0.89684,12,94
JULY-6-2020,92,8,42,4,0.85725,-0.49492,34,91
JULY-7-2020,92,7,34,4,0.91068,-0.33332,8,95
JULY-8-2020,93,7,40,4,0.71068,-0.66959,12,95
JULY-9-2020,94,10,28,3,-0.04759,-0.36666,1,98
JULY-10-2020,94,9,48,4,-0.67482,-0.43705,36,97
JULY-11-2020,92,7,57,5,-0.44211,-0.61694,43,90
JULY-12-2020,92,8,57,6,-0.49492,-0.85725,3,91
JULY-13-2020,93,8,54,5,-0.58867,-0.79161,3,94
JULY-14-2020,93,9,35,3,-0.15637,-0.69938,15,97
JULY-15-2020,92,8,35,3,0.95027,0.10879,7,95
JULY-16-2020,90,7,28,7,0.98480,0.17365,1,94
JULY-17-2020,90,6,30,9,1.00000,0,5,92
JULY-18-2020,89,4,66,9,0.99493,0.05788,6,86
JULY-19-2020,90,4,35,8,0.98986,-0.11575,4,93
JULY-20-2020,89,3,33,10,0.98986,-0.11575,7,92
JULY-21-2020,88,4,78,9,0.90561,-0.39120,8,89
JULY-22-2020,87,3,87,8,0.93969,-0.34201,29,88
JULY-23-2020,87,3,85,9,0.81616,-0.53601,50,88
JULY-24-2020,88,5,40,10,0.95472,-0.28588,39,91
JULY-25-2020,88,4,47,10,0.93969,-0.34201,5,92
JULY-26-2020,88,5,68,7,0.93969,-0.34201,1,93
JULY-27-2020,90,6,24,6,0.85725,-0.49492,0,93
JULY-28-2020,90,8,28,6,0.91513,-0.39467,0,93
JULY-29-2020,89,7,27,7,0.95472,-0.28588,0,94
JULY-30-2020,91,8,28,7,0.99493,-0.05787,0,93
JULY-31-2020,91,8,7,10,0.93016,0.33856,0,94
AUGUST-1-2020,88,4,75,11,0.22278,0.93017,99,92
AUGUST-2-2020,90,8,60,9,-0.38614,-0.89684,16,86
AUGUST-3-2020,90,7,65,7,-0.22454,-0.95027,22,90
AUGUST-4-2020,90,7,46,4,0.38093,-0.87734,17,86
AUGUST-5-2020,89,6,55,4,0.56934,-0.76856,8,87
AUGUST-6-2020,90,8,35,4,0.91513,-0.39467,10,93
AUGUST-7-2020,90,8,29,5,0.97483,-0.17188,0,93
AUGUST-8-2020,90,8,21,6,0.98480,-0.05787,0,93
AUGUST-9-2020,90,8,32,6,0.97482,0.17189,0,92
AUGUST-10-2020,90,8,32,6,0.97482,0.17189,0,93
AUGUST-11-2020,90,9,38,5,0.95472,-0.05787,0,94
AUGUST-12-2020,91,8,29,6,0.88180,-0.44226,0,92
AUGUST-13-2020,91,7,22,7,0.91513,-0.39467,0,92
AUGUST-14-2020,91,8,20,6,0.79936,-0.59518,0,92
AUGUST-15-2020,91,9,23,5,0.75828,-0.63626,6,90
AUGUST-16-2020,92,9,20,3,0.49493,-0.85724,13,92
AUGUST-17-2020,92,10,36,3,0.46961,-0.13627,4,94
AUGUST-18-2020,91,8,38,4,0.54759,-0.83269,2,93
AUGUST-19-2020,90,6,58,5,0.33855,-0.93017,25,92
AUGUST-20-2020,90,6,44,6,0.28589,-0.95472,29,91
AUGUST-21-2020,91,7,46,8,0.68387,-0.72494,2,92
AUGUST-22-2020,90,6,30,9,0.89057,-0.44733,1,92
AUGUST-23-2020,91,5,29,11,0.96976,-0.11399,4,92
AUGUST-24-2020,89,2,44,15,0.85725,-0.49492,20,92
AUGUST-25-2020,91,5,29,10,0.90561,-0.39120,0,92
AUGUST-26-2020,90,5,20,9,0.96976,-0.22975,0,91
AUGUST-27-2020,91,7,41,7,0.79936,-0.59518,4,91
AUGUST-28-2020,92,8,27,6,0.39121,-0.90561,0,92
AUGUST-29-2020,92,9,40,6,0.44734,-0.89057,3,92
AUGUST-30-2020,92,9,39,4,0.00176,-0.96976,18,93
AUGUST-31-2020,92,8,32,4,0.11401,-0.93969,25,92
SEPTEMBER-1-2020,91,8,22,5,0.81616,-0.53601,10,93
SEPTEMBER-2-2020,92,9,21,7,0.99493,-0.05787,0,92
SEPTEMBER-3-2020,92,6,27,8,0.98480,-0.17363,0,93
SEPTEMBER-4-2020,92,7,29,9,0.99493,0.05788,0,93
SEPTEMBER-5-2020,91,6,50,9,0.98480,0.17365,2,93
SEPTEMBER-6-2020,90,6,43,8,0.95978,0.22802,2,91
SEPTEMBER-7-2020,89,6,39,7,0.97483,-0.17188,8,87
SEPTEMBER-8-2020,89,5,70,6,0.82392,-0.54252,14,89
SEPTEMBER-9-2020,90,7,57,5,0.63627,-0.75827,29,89
SEPTEMBER-10-2020,89,7,42,6,0.98986,-0.11575,9,88
SEPTEMBER-11-2020,89,7,48,5,0.98986,0,56,91
SEPTEMBER-12-2020,86,4,78,8,0.83269,-0.54758,34,81
SEPTEMBER-13-2020,88,5,73,7,0.54759,-0.83269,11,87
SEPTEMBER-14-2020,89,6,62,7,0.59519,-0.79936,19,89
SEPTEMBER-15-2020,89,7,43,7,0.83269,-0.54758,0,90
SEPTEMBER-16-2020,89,7,30,8,0.68387,-0.72494,0,90
SEPTEMBER-17-2020,90,8,49,8,0.28589,-0.95472,0,91
SEPTEMBER-18-2020,91,9,44,7,-0.28588,-0.95472,17,91
SEPTEMBER-19-2020,91,10,34,3,0.01028,-0.36159,12,92
SEPTEMBER-20-2020,91,9,38,5,0.36588,0.71591,35,91
SEPTEMBER-21-2020,86,4,64,13,0.79936,0.59519,6,83
SEPTEMBER-22-2020,86,6,31,13,0.86602,0.50000,0,88
SEPTEMBER-23-2020,86,7,60,10,0.95472,0.28590,5,88
SEPTEMBER-24-2020,88,7,39,10,0.89057,-0.44733,0,85
SEPTEMBER-25-2020,89,6,71,7,0.11576,-0.98986,32,89
SEPTEMBER-26-2020,90,9,33,3,-0.36588,-0.71591,24,91
SEPTEMBER-27-2020,89,8,33,5,0.98480,-0.05787,6,91
SEPTEMBER-28-2020,88,7,45,7,0.54759,-0.83269,1,90
SEPTEMBER-29-2020,89,8,28,8,0.22977,-0.96976,5,90
SEPTEMBER-30-2020,89,8,43,5,-0.02455,-0.28067,33,92
OCTOBER-1-2020,89,8,46,5,0.34655,0.16160,41,90
OCTOBER-2-2020,85,6,64,7,0.38614,0.89684,6,84
OCTOBER-3-2020,86,5,79,9,0.96976,-0.22975,51,85
OCTOBER-4-2020,89,6,46,11,0.82392,-0.54252,0,89
OCTOBER-5-2020,89,5,28,11,0.96976,-0.22975,0,90
OCTOBER-6-2020,89,4,33,13,0.96976,-0.22975,8,90
OCTOBER-7-2020,89,4,26,13,0.90561,-0.39120,0,89
OCTOBER-8-2020,89,6,29,10,0.95472,-0.28588,0,89
OCTOBER-9-2020,89,5,27,12,0.94520,-0.28241,10,89
OCTOBER-10-2020,89,4,38,9,0.59519,-0.79936,2,90
OCTOBER-11-2020,90,6,57,7,-0.05788,-0.99492,35,91
OCTOBER-12-2020,90,9,41,4,-0.47467,-0.52749,52,92
OCTOBER-13-2020,89,11,17,7,0.05265,0.93523,0,89
OCTOBER-14-2020,88,9,27,10,0.65802,0.69416,0,89
OCTOBER-15-2020,88,7,50,9,0.96976,0.11401,0,89
OCTOBER-16-2020,87,5,72,5,0.91188,0.09851,19,89
OCTOBER-17-2020,87,6,53,12,0.68386,0.72495,76,88
OCTOBER-18-2020,86,4,57,11,0.83269,0.54759,17,88
OCTOBER-19-2020,85,4,67,13,0.95472,0.28590,23,84
OCTOBER-20-2020,84,3,78,12,0.98986,0.11576,50,85
OCTOBER-21-2020,84,2,76,12,0.99493,0.05788,16,79
OCTOBER-22-2020,85,4,44,12,0.99493,-0.05787,8,85
OCTOBER-28-2020,88,5,23,11,0.95472,-0.28588,0,88
OCTOBER-29-2020,89,6,29,9,0.54759,-0.83269,0,88
OCTOBER-30-2020,88,8,51,4,-0.03777,0.21425,20,89
OCTOBER-31-2020,85,6,53,10,0.85724,0.49494,0,87
NOVEMBER-1-2020,88,7,25,7,0.95027,0.22455,0,87
NOVEMBER-2-2020,82,3,49,16,0.44733,0.89057,0,80
NOVEMBER-3-2020,80,6,25,16,0.76604,0.64279,0,80
NOVEMBER-4-2020,83,7,25,17,0.86602,0.50000,0,82
NOVEMBER-5-2020,84,4,58,14,0.98480,0.17365,33,85
NOVEMBER-6-2020,84,4,59,14,0.96976,0.22977,29,84
NOVEMBER-7-2020,82,1,89,16,0.98480,0.17365,104,83
NOVEMBER-8-2020,81,0,89,19,0.79936,0.59519,121,78
NOVEMBER-9-2020,84,1,68,17,0.93969,-0.34201,54,84
NOVEMBER-10-2020,85,2,56,16,0.76604,-0.64278,13,84
NOVEMBER-11-2020,86,4,69,14,0.50000,-0.86602,1,83
NOVEMBER-12-2020,85,3,63,12,0,-0.99999,2,82
NOVEMBER-13-2020,86,8,37,4,0.44505,0.75028,1,86
NOVEMBER-14-2020,84,7,56,8,0.91188,0.33003,21,86
NOVEMBER-15-2020,86,7,26,7,0.83896,-0.48639,0,85
NOVEMBER-16-2020,85,9,26,8,0.79936,0.59519,0,86
NOVEMBER-17-2020,83,5,68,11,0.44733,0.89057,32,84
NOVEMBER-18-2020,79,6,35,16,0.64278,0.76604,0,80
NOVEMBER-19-2020,79,6,49,16,0.89057,0.44734,2,81
NOVEMBER-20-2020,82,7,29,14,0.86602,0.50000,0,81
NOVEMBER-21-2020,82,6,31,13,0.86602,0.50000,2,82
NOVEMBER-22-2020,83,8,43,9,0.89057,0.44734,1,82
NOVEMBER-23-2020,84,10,30,9,0.11400,0.96976,0,80
NOVEMBER-24-2020,82,7,40,12,0.86602,0.50000,0,82
NOVEMBER-25-2020,82,6,32,11,0.99493,-0.05787,0,81
NOVEMBER-26-2020,83,8,28,7,0.95979,-0.22800,0,83
NOVEMBER-27-2020,82,9,45,6,0.79160,0.58868,0,81
NOVEMBER-28-2020,83,10,25,4,0.73523,0.61694,0,81
NOVEMBER-29-2020,83,10,27,6,0.75679,-0.45280,0,83
NOVEMBER-30-2020,83,10,30,10,-0.72495,-0.68387,0,84
DECEMBER-1-2020,70,6,9,10,-0.17365,0.98480,0,68
DECEMBER-2-2020,74,19,24,10,0.52748,0.79787,0,74
DECEMBER-3-2020,76,12,29,10,0.98480,0.17365,0,76
DECEMBER-4-2020,79,9,47,8,0.75828,-0.63626,0,78
DECEMBER-5-2020,83,12,41,4,-0.93523,0.05265,6,84
DECEMBER-6-2020,81,11,57,4,0.81322,0.17467,0,84
DECEMBER-7-2020,77,2,77,9,-0.93523,0.28066,4,78
DECEMBER-8-2020,66,9,8,9,-0.64279,0.76603,0,64
DECEMBER-9-2020,67,17,8,8,-0.44734,0.89057,0,65
DECEMBER-10-2020,72,20,15,6,0.22454,0.95027,0,73
DECEMBER-11-2020,76,14,60,7,0.74401,0.62200,0,78
DECEMBER-12-2020,80,8,51,9,0.79936,-0.59518,5,79
DECEMBER-13-2020,82,11,46,5,0.64279,-0.76603,0,82
DECEMBER-14-2020,84,12,35,6,-0.61693,-0.73524,0,85
DECEMBER-15-2020,82,10,57,4,-0.58537,-0.46961,0,82
DECEMBER-16-2020,83,11,46,7,0.22455,-0.95027,0,83
DECEMBER-17-2020,82,9,46,6,-0.90191,0.32826,0,84
DECEMBER-18-2020,72,13,19,9,0.11400,0.96976,0,72
DECEMBER-19-2020,76,12,24,8,0.91188,0.33003,0,77
DECEMBER-20-2020,81,13,29,6,0.28589,-0.95472,0,81
DECEMBER-21-2020,79,6,31,9,-0.69416,0.65802,0,80
DECEMBER-22-2020,76,14,26,9,0.28066,0.93523,0,76
DECEMBER-23-2020,79,11,39,10,0.98986,-0.11575,0,79
DECEMBER-24-2020,82,9,57,12,0.28067,-0.93523,1,82
DECEMBER-25-2020,73,1,24,12,-0.50000,0.86602,0,74
DECEMBER-26-2020,65,14,24,8,-0.22977,0.96976,0,64
DECEMBER-27-2020,74,17,34,6,0.44505,0.75028,0,75
DECEMBER-28-2020,77,12,52,9,0.66959,0.71068,1,77
DECEMBER-29-2020,77,9,38,12,0.86602,0.50000,0,77
DECEMBER-30-2020,79,8,44,14,0.98480,-0.17363,0,80
DECEMBER-31-2020,81,7,40,14,0.76604,-0.64278,0,81
JANUARY-1-2021,82,7,33,13,0.64279,-0.76603,0,82
JANUARY-2-2021,81,7,55,11,0.50000,-0.86602,0,82
JANUARY-3-2021,83,11,56,8,-0.28588,-0.95472,0,84
JANUARY-4-2021,76,6,52,5,-0.44734,0.89057,0,75
JANUARY-5-2021,74,13,7,8,-0.34202,0.93968,0,72
JANUARY-6-2021,73,17,13,5,0.36412,0.83120,0,75
JANUARY-7-2021,77,15,43,7,0.59390,-0.71590,0,77
JANUARY-8-2021,78,8,44,11,-0.99493,0.05787,0,75
JANUARY-9-2021,68,10,16,8,-0.59519,0.79936,0,66
JANUARY-10-2021,70,18,26,5,0.36412,0.83120,0,72
JANUARY-11-2021,77,13,58,7,0.63627,-0.75827,0,77
JANUARY-12-2021,78,10,82,3,-0.90561,0.39120,0,78
JANUARY-13-2021,78,10,59,5,0.05787,0.98480,0,77
JANUARY-14-2021,72,7,58,6,-0.28589,0.95472,0,70
JANUARY-15-2021,76,10,64,5,-0.70919,-0.02455,0,76
JANUARY-16-2021,73,8,61,9,-0.89684,0.38613,0,74
JANUARY-17-2021,69,12,54,4,-0.69762,0.58536,0,69
JANUARY-18-2021,74,11,36,6,-0.44734,0.89057,0,73
JANUARY-19-2021,75,14,22,9,0.91512,0.39468,0,75
JANUARY-20-2021,76,14,37,7,0.44226,0.88180,0,75
JANUARY-21-2021,77,16,27,4,0.52749,-0.03601,0,77
JANUARY-22-2021,80,16,28,6,-0.79936,-0.59519,0,80
JANUARY-24-2021,80,12,44,4,0.71441,0.32827,0,82
JANUARY-25-2021,81,10,57,10,0.59519,-0.79936,0,79
JANUARY-26-2021,83,11,28,9,0.17365,-0.98480,0,83
JANUARY-27-2021,85,13,22,7,-0.39120,-0.90562,0,86
JANUARY-28-2021,77,5,28,12,-0.16667,0.94520,0,76
JANUARY-29-2021,71,12,50,9,0.28066,0.93523,0,74
JANUARY-30-2021,74,11,51,10,0.98480,-0.05787,0,75
JANUARY-31-2021,78,9,66,10,0.33855,-0.93017,0,78
FEBRUARY-1-2021,76,5,30,14,-0.98986,0.11575,0,76
FEBRUARY-2-2021,66,12,14,13,-0.91513,0.39467,0,65
FEBRUARY-3-2021,68,17,8,8,-0.68387,0.72494,0,67
FEBRUARY-4-2021,72,22,11,5,0.65802,-0.06769,0,72
FEBRUARY-5-2021,79,16,30,9,-0.11576,-0.98986,0,78
FEBRUARY-6-2021,83,10,42,11,0.22977,-0.96976,0,82
FEBRUARY-7-2021,84,8,56,11,-0.63627,-0.75828,0,86
FEBRUARY-8-2021,83,10,46,6,0.68387,-0.72494,26,85
FEBRUARY-9-2021,83,9,31,7,0.72495,-0.68386,0,83
FEBRUARY-10-2021,82,9,43,8,0.91513,-0.39467,0,83
FEBRUARY-11-2021,82,8,35,9,0.79936,-0.59518,0,81
FEBRUARY-12-2021,83,10,43,9,0.54759,-0.83269,0,84
FEBRUARY-13-2021,84,8,41,11,0.39468,-0.91513,0,83
FEBRUARY-14-2021,85,8,39,10,0.28589,-0.95472,0,86
FEBRUARY-15-2021,85,9,24,11,0.22977,-0.96976,0,86
FEBRUARY-16-2021,82,5,72,8,-0.49492,-0.85725,23,83
FEBRUARY-17-2021,83,9,48,10,0.63627,-0.75827,0,83
FEBRUARY-18-2021,84,8,48,11,0.39468,-0.91513,0,85
FEBRUARY-19-2021,86,9,38,11,-0.11400,-0.97989,5,85
FEBRUARY-20-2021,76,9,48,12,0.11400,0.96976,0,76
FEBRUARY-21-2021,76,7,38,15,0.93968,0.34203,0,76
FEBRUARY-22-2021,82,8,36,11,0.63627,-0.75827,2,81
FEBRUARY-23-2021,83,10,49,5,-0.47990,0.40267,14,85
FEBRUARY-24-2021,82,9,45,7,0.94520,-0.16665,0,80
FEBRUARY-25-2021,83,11,41,4,0.41694,0.44506,0,86
FEBRUARY-26-2021,84,10,29,9,0.89057,-0.44733,0,84
FEBRUARY-27-2021,84,9,31,12,0.83269,-0.54758,0,83
FEBRUARY-28-2021,84,8,43,13,0.86602,-0.49999,0,84
MARCH-1-2021,85,8,42,10,0.50000,-0.86602,0,84
MARCH-2-2021,85,10,49,6,0.42852,-0.84401,0,85
MARCH-3-2021,87,13,18,11,-0.93016,-0.33856,0,86
MARCH-4-2021,80,13,25,7,-0.39121,0.90561,0,73
MARCH-5-2021,79,14,41,10,0.46960,0.80294,2,80
MARCH-6-2021,79,10,70,8,0.74046,-0.31322,13,79
MARCH-7-2021,77,11,47,14,0,0.98986,0,78
MARCH-8-2021,73,10,49,14,0.68386,0.72495,0,73
MARCH-9-2021,75,8,35,15,0.86602,0.50000,0,75
MARCH-10-2021,77,7,40,15,0.93968,0.34203,5,78
MARCH-11-2021,78,7,37,14,0.97482,0.17189,6,80
MARCH-12-2021,79,8,29,12,0.91512,0.39468,0,80
MARCH-13-2021,81,10,33,9,0.91512,0.39468,0,81
MARCH-14-2021,82,11,32,8,0.85725,-0.49492,0,82
MARCH-15-2021,83,12,32,8,0.93017,-0.33854,0,83
MARCH-16-2021,83,9,36,11,0.64279,-0.76603,0,81
MARCH-17-2021,85,10,28,10,0.44734,-0.89057,0,83
MARCH-18-2021,86,10,32,13,0.11576,-0.98986,0,85
MARCH-19-2021,85,9,58,8,-0.98986,-0.11576,0,85
MARCH-20-2021,80,13,47,6,0.36412,0.83120,2,82
MARCH-21-2021,82,14,40,5,-0.93523,0.05265,0,78
MARCH-22-2021,80,16,22,5,-0.97989,0.11400,0,78
MARCH-23-2021,82,16,37,5,-0.25534,-0.84072,0,80
MARCH-24-2021,85,17,33,8,0.44734,-0.89057,0,84
MARCH-25-2021,86,10,29,11,0.59519,-0.79936,0,86
MARCH-26-2021,86,9,39,10,0.68387,-0.72494,0,85
MARCH-27-2021,86,9,33,11,0.89057,-0.44733,0,85
MARCH-28-2021,86,9,42,11,0.50000,-0.86602,0,85
MARCH-29-2021,86,9,44,8,0.91513,-0.39467,0,86
MARCH-30-2021,86,8,38,11,0.86602,-0.49999,0,86
MARCH-31-2021,86,6,39,11,0.76604,-0.64278,0,86
APRIL-1-2021,86,9,69,5,-0.54252,-0.31323,39,89
APRIL-2-2021,75,10,46,16,0.22800,0.95979,0,78
APRIL-3-2021,74,7,59,15,0.79936,0.59519,0,75
APRIL-4-2021,76,7,33,13,0.91512,0.39468,0,77
APRIL-5-2021,78,10,27,11,0.91512,0.39468,0,78
APRIL-6-2021,80,11,43,9,0.99493,0.05788,0,80
APRIL-7-2021,81,13,27,8,0.98986,0,0,81
APRIL-8-2021,82,10,22,9,0.76604,-0.64278,0,81
APRIL-9-2021,83,10,25,10,0.76604,-0.64278,0,81
APRIL-10-2021,85,9,32,12,0.39468,-0.91513,0,85
APRIL-11-2021,87,8,58,11,-0.50015,-0.69938,41,91
APRIL-12-2021,88,9,59,9,-0.85575,0.19921,16,87
APRIL-13-2021,85,13,20,9,0.91512,0.39468,0,88
APRIL-14-2021,83,9,24,11,0.98986,0,0,83
APRIL-15-2021,84,10,24,10,0.39468,-0.91513,0,84
APRIL-16-2021,89,15,17,8,-0.46960,-0.80294,0,88
APRIL-17-2021,91,14,16,10,-0.78283,-0.58362,0,90
APRIL-18-2021,92,13,55,10,-0.68386,-0.72495,0,89
APRIL-19-2021,90,9,69,12,-0.63627,-0.75828,0,92
APRIL-20-2021,89,9,71,11,-0.38614,-0.89684,0,85
APRIL-21-2021,86,6,91,7,-0.99493,-0.05788,6,88
APRIL-22-2021,84,11,52,8,0.79160,0.58868,0,85
APRIL-23-2021,83,5,60,12,0.95472,0.28590,9,84
APRIL-24-2021,87,7,55,13,0.49493,-0.85724,0,86
APRIL-25-2021,91,9,41,9,-0.82392,-0.54253,0,93
APRIL-26-2021,87,9,27,10,0.83269,0.54759,0,86
APRIL-27-2021,84,6,52,13,0.98480,0.17365,0,84
APRIL-28-2021,85,7,33,12,0.98986,-0.11575,0,84
APRIL-29-2021,87,6,33,11,0.64279,-0.76603,0,87
APRIL-30-2021,89,8,46,8,0.39468,-0.91513,5,88
MAY-1-2021,89,9,41,5,-0.15637,-0.58362,0,91
MAY-2-2021,89,8,32,10,0.34202,-0.93969,0,89
MAY-3-2021,89,7,65,12,0.44734,-0.89057,0,88
MAY-4-2021,90,7,32,11,0.50000,-0.86602,0,89
MAY-5-2021,91,8,28,9,0.44734,-0.89057,0,89
MAY-6-2021,91,9,28,7,0.22801,-0.95979,75,91
MAY-7-2021,90,11,42,6,-0.43523,-0.00800,35,93
MAY-8-2021,85,7,21,11,0.91512,0.39468,0,85
MAY-9-2021,86,5,45,11,0.89684,-0.38614,18,84
MAY-10-2021,89,6,34,9,0.50000,-0.86602,3,88
MAY-11-2021,90,8,25,8,0.86602,-0.49999,0,90
MAY-12-2021,90,7,52,8,0.63627,-0.75827,0,89
MAY-13-2021,90,8,64,5,-0.08868,-0.83626,27,94
MAY-14-2021,85,6,69,9,0.56857,0.75679,29,87
MAY-15-2021,85,8,36,12,0.79936,0.59519,1,86
MAY-16-2021,84,5,58,14,0.83269,0.54759,32,85
MAY-17-2021,84,6,41,12,0.91512,0.39468,0,84
MAY-18-2021,84,5,68,15,0.96976,0.22977,0,86
MAY-19-2021,84,4,71,17,0.98986,0.11576,0,85
MAY-20-2021,83,4,52,17,0.98480,0.17365,0,85
MAY-21-2021,84,6,39,16,0.93968,0.34203,0,84
MAY-22-2021,84,5,28,15,0.95472,0.28590,0,84
MAY-23-2021,84,7,36,11,0.98480,0.17365,0,84
MAY-24-2021,85,8,14,10,1.00000,0,0,84
MAY-25-2021,86,7,16,11,0.99493,-0.05787,0,85
MAY-26-2021,86,7,37,10,0.98986,-0.11575,0,86
MAY-27-2021,87,7,47,8,0.91513,-0.39467,0,87
MAY-28-2021,88,8,19,8,0.76604,-0.64278,0,87
MAY-29-2021,89,9,25,9,0.44734,-0.89057,0,88
MAY-30-2021,89,8,50,7,0.54253,-0.82391,18,88
MAY-31-2021,87,5,48,9,1.00000,0,6,89
JUNE-1-2021,86,5,40,11,0.99493,-0.05787,7,86
JUNE-2-2021,87,6,52,10,0.99493,-0.05787,1,86
JUNE-3-2021,86,4,54,10,0.79936,-0.59518,15,85
JUNE-4-2021,88,5,44,10,0.76604,-0.64278,1,88
JUNE-5-2021,89,5,41,11,0.89057,-0.44733,0,88
JUNE-6-2021,89,5,49,12,0.89057,-0.44733,0,88
JUNE-7-2021,88,5,45,13,0.95472,-0.28588,0,89
JUNE-8-2021,88,4,35,12,0.97483,-0.17188,0,88
JUNE-9-2021,88,6,31,10,0.98986,-0.11575,0,89
JUNE-10-2021,89,5,20,9,0.86602,-0.49999,0,89
JUNE-11-2021,90,6,33,8,0.54759,-0.83269,0,90
JUNE-12-2021,91,6,63,8,0,-0.95979,33,90
JUNE-13-2021,91,8,56,8,-0.67735,-0.71720,6,94
JUNE-14-2021,88,4,86,9,-0.66959,-0.71069,31,86
JUNE-15-2021,91,6,77,7,-0.28066,-0.93523,49,89
JUNE-16-2021,88,4,86,5,0.53602,-0.81616,28,88
JUNE-17-2021,88,6,88,6,0.97483,-0.17188,2,89
JUNE-18-2021,89,5,81,9,0.95472,-0.28588,0,90
JUNE-19-2021,90,5,57,10,0.76604,-0.64278,0,90
JUNE-20-2021,91,4,59,8,0.34202,-0.93969,4,92
JUNE-21-2021,91,4,64,9,0.59519,-0.79936,0,92
JUNE-22-2021,91,5,56,10,0.54759,-0.83269,4,92
JUNE-23-2021,90,4,65,7,0.83269,-0.54758,3,92
JUNE-24-2021,87,4,67,8,0.99493,-0.05787,40,85
JUNE-25-2021,88,4,59,10,0.97483,-0.17188,3,87
JUNE-26-2021,89,4,51,10,0.97483,-0.05612,3,88
JUNE-27-2021,89,5,31,10,0.98480,0.17365,0,90
JUNE-28-2021,89,6,52,9,0.95472,-0.28588,1,86
JUNE-29-2021,89,4,58,9,0.93969,-0.34201,3,89
JUNE-30-2021,88,4,54,9,0.97483,-0.17188,3,86
JULY-1-2021,88,4,62,6,0.79787,-0.52748,4,82
JULY-2-2021,90,6,54,6,-0.34201,-0.93969,6,90
JULY-3-2021,93,10,22,6,-0.31322,-0.87586,18,94
JULY-4-2021,92,8,33,6,0.89057,-0.44733,0,92
JULY-5-2021,88,3,64,11,0.59519,-0.79936,39,91
JULY-6-2021,87,2,86,12,0.54759,-0.83269,3,85
JULY-7-2021,89,5,60,9,0.49493,-0.85724,10,90
JULY-8-2021,90,5,57,8,0.50000,-0.86602,1,90
JULY-9-2021,91,6,54,8,0.83269,-0.54758,1,91
JULY-10-2021,88,4,54,7,0.91513,-0.16665,3,89
JULY-11-2021,89,6,44,9,0.83120,-0.47988,6,89
JULY-12-2021,89,5,39,11,0.98480,-0.05787,33,85
JULY-13-2021,88,5,50,11,0.98986,-0.11575,34,87
JULY-14-2021,89,4,52,9,0.97482,0.05613,25,88
